ProblemID,ProblemName,Difficulty,Prompt,Model,InputMode,EvalMethod,Compiled,PublicPassed,HiddenPassed,GenTime_s,ErrorMsg,GeneratedCode
M84,number-of-subarrays-that-match-a-pattern-i,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,19.8,want='4' got='',"import sys

def main():
    nums = list(map(int, input().split()))
    pattern = list(map(int, input().split()))

    count = 0
    n = len(nums)
    m = len(pattern)

    for i in range(n - m):
        match = True
        for k in range(m):
            if pattern[k] == 1 and nums[i + k + 1] <= nums[i + k]:
                match = False
                break
            elif pattern[k] == 0 and nums[i + k + 1]!= nums[i + k]:
                match = False
                break
            elif pattern[k] == -1 and nums[i + k + 1] >= nums[i + k]:
                match = False
                break
        if match:
            count += 1

    print(count)

if __name__ == ""__main__"":
    main()"
M84,number-of-subarrays-that-match-a-pattern-i,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.96,want='4' got='',"import sys

def main():
    nums = list(map(int, input().split()))
    pattern = list(map(int, input().split()))

    count = 0
    for i in range(len(nums) - len(pattern)):
        match = True
        for j in range(len(pattern)):
            if pattern[j] == 1 and nums[i + j + 1] <= nums[i + j]:
                match = False
                break
            elif pattern[j] == 0 and nums[i + j + 1] != nums[i + j]:
                match = False
                break
            elif pattern[j] == -1 and nums[i + j + 1] >= nums[i + j]:
                match = False
                break
        if match:
            count += 1
    print(count)

if __name__ == ""__main__"":
    main()"
M84,number-of-subarrays-that-match-a-pattern-i,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,21.81,want='4' got='',"import sys

def main():
    nums = list(map(int, input().split()))
    pattern = list(map(int, input().split()))

    count = 0
    for i in range(len(nums) - len(pattern)):
        match = True
        for k in range(len(pattern)):
            if pattern[k] == 1 and nums[i + k + 1] <= nums[i + k]:
                match = False
                break
            elif pattern[k] == 0 and nums[i + k + 1]!= nums[i + k]:
                match = False
                break
            elif pattern[k] == -1 and nums[i + k + 1] >= nums[i + k]:
                match = False
                break
        if match:
            count += 1
    print(count)

if __name__ == ""__main__"":
    main()"
M85,alice-and-bob-playing-flower-game,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,3.25,,
M85,alice-and-bob-playing-flower-game,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,3.04,,
M85,alice-and-bob-playing-flower-game,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,18.58,,
M86,find-if-array-can-be-sorted,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.57,want='true' got='False',"import sys

def count_set_bits(n):
    count = 0
    while n:
        count += n & 1
        n >>= 1
    return count

def can_sort_array(nums):
    groups = {}
    for num in nums:
        set_bits = count_set_bits(num)
        if set_bits not in groups:
            groups[set_bits] = []
        groups[set_bits].append(num)

    for group in groups.values():
        group.sort()

    sorted_nums = []
    for group in sorted(groups.keys()):
        sorted_nums.extend(groups[group])

    return sorted_nums == sorted(nums)

nums = list(map(int, input().strip()[1:-1].split(', ')))
print(can_sort_array(nums))"
M86,find-if-array-can-be-sorted,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,5.65,want='true' got='False',"import sys

def count_set_bits(n):
    count = 0
    while n:
        count += n & 1
        n >>= 1
    return count

def can_sort_array(nums):
    groups = {}
    for num in nums:
        set_bits = count_set_bits(num)
        if set_bits not in groups:
            groups[set_bits] = []
        groups[set_bits].append(num)

    for group in groups.values():
        if group != sorted(group):
            return False

    return True

nums = list(map(int, input().strip(""[]"").split("", "")))
print(can_sort_array(nums))"
M86,find-if-array-can-be-sorted,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,8.85,want='true' got='',"import sys

def count_set_bits(n):
    """"""Count the number of set bits in a binary representation of a number.""""""
    count = 0
    while n:
        count += n & 1
        n >>= 1
    return count

def can_sort_array(nums):
    """"""Check if the array can be sorted by swapping adjacent elements with the same number of set bits.""""""
    # Create a list of tuples containing the number and its set bit count
    num_set_bits = [(num, count_set_bits(num)) for num in nums]

    # Sort the list of tuples based on the number and its set bit count
    sorted_num_set_bits = sorted(num_set_bits, key=lambda x: (x[1], x[0]))

    # Check if the sorted list of numbers is equal to the sorted input array
    return [x[0] for x in sorted_num_set_bits] == sorted(nums)

# Read input from stdin
nums = list(map(int, input().split()))

# Check if the array can be sorted
if can_sort_array(nums):
    print(""true"")
else:
    print(""false"")"
M87,earliest-second-to-mark-indices-i,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,10.6,want='8' got='',"import sys

def main():
    nums = list(map(int, input().split()))
    changeIndices = list(map(int, input().split()))

    n = len(nums)
    m = len(changeIndices)

    marked = [False] * n
    count = 0

    for s in range(m):
        if nums[changeIndices[s] - 1] == 0 and not marked[changeIndices[s] - 1]:
            marked[changeIndices[s] - 1] = True
            count += 1

        if count == n:
            print(s + 1)
            return

        if count < n:
            min_val = float('inf')
            min_index = -1
            for i in range(n):
                if not marked[i] and nums[i] < min_val:
                    min_val = nums[i]
                    min_index = i

            nums[min_index] -= 1

    if count < n:
        print(-1)
    else:
        print(m)

if __name__ == ""__main__"":
    main()"
M87,earliest-second-to-mark-indices-i,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,10.44,want='8' got='-1',"import sys

def main():
    nums = list(map(int, input().strip()[1:-1].split(', ')))
    changeIndices = list(map(int, input().strip()[1:-1].split(', ')))

    n = len(nums)
    m = len(changeIndices)

    marked = [False] * n
    count = 0

    for s in range(m):
        if nums[changeIndices[s] - 1] == 0 and not marked[changeIndices[s] - 1]:
            marked[changeIndices[s] - 1] = True
            count += 1

        if count == n:
            print(s + 1)
            return

        if count < n:
            min_val = float('inf')
            min_index = -1
            for i in range(n):
                if not marked[i] and nums[i] < min_val:
                    min_val = nums[i]
                    min_index = i

            nums[min_index] -= 1

            if nums[min_index] == 0 and not marked[min_index]:
                marked[min_index] = True
                count += 1

    if count < n:
        print(-1)
    else:
        print(m)

if __name__ == ""__main__"":
    main()"
M87,earliest-second-to-mark-indices-i,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,6.51,want='8' got='',"import sys

def main():
    nums = list(map(int, input().split()))
    changeIndices = list(map(int, input().split()))

    n = len(nums)
    m = len(changeIndices)

    marked = [False] * n
    count = 0

    for s in range(m):
        if nums[changeIndices[s] - 1] == 0 and not marked[changeIndices[s] - 1]:
            marked[changeIndices[s] - 1] = True
            count += 1

        if count == n:
            print(s + 1)
            return

        if nums[changeIndices[s] - 1] > 0:
            nums[changeIndices[s] - 1] -= 1

    if count == n:
        print(m)
    else:
        print(-1)

if __name__ == ""__main__"":
    main()"
M88,minimum-time-to-revert-word-to-initial-state-i,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.44,want='2' got='3',"import sys

def main():
    word = input()
    k = int(input())
    n = len(word)
    for time in range(1, n + 1):
        new_word = word[time*k:] + word[:time*k]
        if new_word == word:
            print(time)
            break

if __name__ == ""__main__"":
    main()"
M88,minimum-time-to-revert-word-to-initial-state-i,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.7,want='2' got='3',"import sys

word = input()
k = int(input())

def min_time(word, k):
    n = len(word)
    for time in range(1, n + 1):
        new_word = word[time * k:] + word[:time * k]
        if new_word == word:
            return time

print(min_time(word, k))"
M88,minimum-time-to-revert-word-to-initial-state-i,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.45,want='2' got='3',"import sys

word = input()
k = int(input())

def min_time(word, k):
    n = len(word)
    for time in range(1, n + 1):
        new_word = word[time * k:] + word[:time * k]
        if new_word == word:
            return time

print(min_time(word, k))"
M89,find-the-maximum-number-of-elements-in-subset,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.42,want='3' got='',"import sys

def find_max_subset(nums):
    count = {}
    for num in nums:
        if num in count:
            count[num] += 1
        else:
            count[num] = 1

    max_length = 0
    for num in count:
        current_length = 0
        current_num = num
        while current_num in count and count[current_num] > 0:
            count[current_num] -= 1
            current_length += 1
            current_num *= num
        current_num //= num
        while current_num != num and current_num in count and count[current_num] > 0:
            count[current_num] -= 1
            current_length += 1
            current_num //= num
        max_length = max(max_length, current_length)

    return max_length

nums = list(map(int, input().split(',')))
print(find_max_subset(nums))"
M89,find-the-maximum-number-of-elements-in-subset,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,8.68,want='3' got='',"import sys

def main():
    nums = list(map(int, input().split()))
    count = {}
    for num in nums:
        if num in count:
            count[num] += 1
        else:
            count[num] = 1

    max_length = 0
    for num in count:
        current_length = 0
        current_num = num
        while current_num in count and count[current_num] > 0:
            count[current_num] -= 1
            current_length += 1
            current_num *= num
        current_num = num
        while current_num in count and count[current_num] > 0 and current_length > 1:
            count[current_num] -= 1
            current_length += 1
            current_num //= num
        max_length = max(max_length, current_length)

    print(max_length)

if __name__ == ""__main__"":
    main()"
M89,find-the-maximum-number-of-elements-in-subset,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,6.44,want='3' got='',"import sys

def main():
    nums = list(map(int, input().split()))
    max_count = 0

    for num in set(nums):
        count = nums.count(num)
        if count > 0:
            max_count = max(max_count, count)

        square = num ** 2
        if square in nums:
            count = min(count, nums.count(square))
            if square ** 2 in nums:
                count = min(count, nums.count(square ** 2))
                if square ** 4 in nums:
                    count = min(count, nums.count(square ** 4))
                    if square ** 8 in nums:
                        count = min(count, nums.count(square ** 8))
                        if square ** 16 in nums:
                            count = min(count, nums.count(square ** 16))
                            if square ** 32 in nums:
                                count = min(count, nums.count(square ** 32))
            max_count = max(max_count, count * 2 + 1 if count > 0 else 0)

    print(max_count)

if __name__ == ""__main__"":
    main()"
M90,apply-operations-to-make-string-empty,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,10.09,Timeout,"import sys

s = input()
result = s
while True:
    new_s = """"
    for char in s:
        if char not in new_s:
            new_s += char
    if new_s == """":
        break
    result = new_s
    s = new_s
print(result)"
M90,apply-operations-to-make-string-empty,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,6.87,"want='""ba""' got=''","import sys

def main():
    s = input()
    last_string = """"
    while True:
        new_string = """"
        for char in s:
            if char not in new_string:
                new_string += char
            else:
                new_string += char
        if new_string == s:
            break
        last_string = s
        s = new_string
    print(last_string)

if __name__ == ""__main__"":
    main()"
M90,apply-operations-to-make-string-empty,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,2.75,Timeout,"import sys

def main():
    s = input()
    result = s
    while True:
        new_s = ''
        for char in s:
            if char not in new_s:
                new_s += char
        if new_s == '':
            break
        result = new_s
        s = new_s
    print(result)

if __name__ == ""__main__"":
    main()"
M91,maximum-palindromes-after-operations,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,1.44,want='3' got='2',"from collections import Counter

words = input().split(',')

char_count = Counter(''.join(words))

odd_count = sum(val % 2 for val in char_count.values())

print(len(words) - (odd_count - 1 if odd_count > 0 else 0))"
M91,maximum-palindromes-after-operations,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.27,want='3' got='1',"from collections import Counter

def count_palindromes(words):
    char_count = Counter()
    for word in words:
        for char in word:
            char_count[char] += 1

    odd_count = sum(count % 2 for count in char_count.values())
    return len(words) - (odd_count - 1 if odd_count > 0 else 0)

words = input().strip(""[]"").split(',""')
words = [word.strip('""') for word in words]
print(count_palindromes(words))"
M91,maximum-palindromes-after-operations,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,0,0,0,5.13,SyntaxError line 14: '(' was never closed,"from collections import Counter

words = input().split("","")

char_count = Counter()
for word in words:
    for char in word:
        char_count[char] += 1

odd_count = 0
for count in char_count.values():
    odd_count += count % 2

print(min(len(words), (len(words) - odd_count // 2 + odd_count % 2))"
M92,find-the-length-of-the-longest-common-prefix,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,5.16,want='3' got='',"import sys

def find_common_prefix_length(x, y):
    """"""Find the length of the common prefix between two integers.""""""
    x_str = str(x)
    y_str = str(y)
    length = 0
    for i in range(min(len(x_str), len(y_str))):
        if x_str[i] == y_str[i]:
            length += 1
        else:
            break
    return length

def main():
    """"""Read input, compute the answer, and print the result.""""""
    arr1 = list(map(int, input().split()))
    arr2 = list(map(int, input().split()))
    max_length = 0
    for x in arr1:
        for y in arr2:
            length = find_common_prefix_length(x, y)
            max_length = max(max_length, length)
    print(max_length)

if __name__ == ""__main__"":
    main()"
M92,find-the-length-of-the-longest-common-prefix,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,6.48,want='3' got='',"import sys

def find_common_prefix_length(x, y):
    """"""Find the length of the common prefix between two integers.""""""
    x_str = str(x)
    y_str = str(y)
    length = 0
    for i in range(min(len(x_str), len(y_str))):
        if x_str[i] == y_str[i]:
            length += 1
        else:
            break
    return length

def main():
    """"""Read input, compute the answer, and print the result.""""""
    arr1 = list(map(int, input().split()))
    arr2 = list(map(int, input().split()))
    max_length = 0
    for x in arr1:
        for y in arr2:
            length = find_common_prefix_length(x, y)
            max_length = max(max_length, length)
    print(max_length)

if __name__ == ""__main__"":
    main()"
M92,find-the-length-of-the-longest-common-prefix,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,5.89,want='3' got='',"import sys

def find_common_prefix_length(x, y):
    """"""Find the length of the common prefix between two integers.""""""
    x_str = str(x)
    y_str = str(y)
    length = 0
    for i in range(min(len(x_str), len(y_str))):
        if x_str[i] == y_str[i]:
            length += 1
        else:
            break
    return length

def find_longest_common_prefix_length(arr1, arr2):
    """"""Find the length of the longest common prefix among all pairs of integers.""""""
    max_length = 0
    for x in arr1:
        for y in arr2:
            length = find_common_prefix_length(x, y)
            max_length = max(max_length, length)
    return max_length

arr1 = list(map(int, input().split()))
arr2 = list(map(int, input().split()))

print(find_longest_common_prefix_length(arr1, arr2))"
M93,AtCoder Cards,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,17.39,want='Yes' got='No',"import sys

def count_chars(s):
    char_count = {}
    for char in s:
        if char in char_count:
            char_count[char] += 1
        else:
            char_count[char] = 1
    return char_count

def main():
    s = input().strip()
    t = input().strip()

    s_count = count_chars(s.replace('@', ''))
    t_count = count_chars(t.replace('@', ''))

    if s_count!= t_count:
        print('No')
        return

    s_at_count = s.count('@')
    t_at_count = t.count('@')

    if s_at_count + t_at_count > 7 * 2:
        print('No')
        return

    s_set = set(s.replace('@', ''))
    t_set = set(t.replace('@', ''))

    if len(s_set.union(t_set)) > 7:
        print('No')
        return

    print('Yes')

if __name__ == '__main__':
    main()"
M93,AtCoder Cards,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.81,want='Yes' got='No',"from collections import Counter

s = input()
t = input()

def can_win(s, t):
    s_count = Counter(s)
    t_count = Counter(t)

    for char in 'atcoder':
        s_count[char] += s_count['@']
        t_count[char] += t_count['@']

    for char in 'atcoder':
        if s_count[char] != t_count[char]:
            return False

    return True

print('Yes' if can_win(s, t) else 'No')"
M93,AtCoder Cards,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,4.09,,
M94,Bitmask,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,4.46,,
M94,Bitmask,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,4.35,,
M94,Bitmask,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,5.58,,
M95,Find snuke,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,7.85,,
M95,Find snuke,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,18.52,,
M95,Find snuke,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,8.75,,
M96,Almost Equal,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,110.05,,
M96,Almost Equal,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,9.12,,
M96,Almost Equal,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,13.68,,
M97,Impartial Gift,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,3.52,,
M97,Impartial Gift,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,3.96,,
M97,Impartial Gift,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,28.45,,
M98,Dash,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.24,want='No' got='Yes',"import sys

def main():
    N, M, H, K = map(int, input().split())
    S = input()
    items = set()
    for _ in range(M):
        x, y = map(int, input().split())
        items.add((x, y))

    x, y = 0, 0
    for s in S:
        if s == 'R':
            x += 1
        elif s == 'L':
            x -= 1
        elif s == 'U':
            y += 1
        elif s == 'D':
            y -= 1
        H -= 1
        if (x, y) in items and H < K:
            H = K
            items.remove((x, y))
        if H < 0:
            print(""No"")
            return
    print(""Yes"")

if __name__ == ""__main__"":
    main()"
M98,Dash,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,4.79,,
M98,Dash,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,14.81,,
M99,Shift vs. CapsLock,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,27.81,want='9' got='8',"import sys

X, Y, Z = map(int, input().split())
S = input()

dp = [[float('inf')] * 2 for _ in range(len(S) + 1)]
dp[0][0] = 0

for i in range(len(S)):
    if S[i] == 'a':
        dp[i + 1][0] = min(dp[i + 1][0], dp[i][0] + X)
        dp[i + 1][1] = min(dp[i + 1][1], dp[i][1] + Y)
    else:
        dp[i + 1][0] = min(dp[i + 1][0], dp[i][0] + Y)
        dp[i + 1][1] = min(dp[i + 1][1], dp[i][1] + X)

    dp[i + 1][1] = min(dp[i + 1][1], dp[i][0] + Z)
    dp[i + 1][0] = min(dp[i + 1][0], dp[i][1] + Z)

print(min(dp[-1][0], dp[-1][1]))"
M99,Shift vs. CapsLock,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,50.59,want='9' got='10',"import sys

X, Y, Z = map(int, input().split())
S = input()

def calculate_cost(S, X, Y, Z):
    cost = 0
    caps_lock_on = False
    for char in S:
        if caps_lock_on:
            if char == 'A':
                cost += X
            else:
                cost += Y
        else:
            if char == 'A':
                cost += Y
            else:
                cost += X
        if (caps_lock_on and char == 'a') or (not caps_lock_on and char == 'A'):
            if cost > 0 and S[S.index(char) - 1]!= char:
                cost += Z
                caps_lock_on = not caps_lock_on
    return cost

def calculate_cost2(S, X, Y, Z):
    cost = 0
    caps_lock_on = False
    for char in S:
        if caps_lock_on:
            if char == 'A':
                cost += X
            else:
                cost += Y
        else:
            if char == 'A':
                cost += Y
            else:
                cost += X
    return cost

def calculate_cost3(S, X, Y, Z):
    cost = 0
    caps_lock_on = False
    for i in range(len(S)):
        if i == 0 or S[i]!= S[i - 1]:
            if (S[i] == 'A' and not caps_lock_on) or (S[i] == 'a' and caps_lock_on):
                cost += Z
                caps_lock_on = not caps_lock_on
        if caps_lock_on:
            if S[i] == 'A':
                cost += X
            else:
                cost += Y
        else:
            if S[i] == 'A':
                cost += Y
            else:
                cost += X
    return cost

print(min(calculate_cost(S, X, Y, Z), calculate_cost2(S, X, Y, Z), calculate_cost3(S, X, Y, Z)))"
M99,Shift vs. CapsLock,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,42.64,want='9' got='10',"import sys

X, Y, Z = map(int, input().split())
S = input()

def calculate_cost(S, X, Y, Z):
    cost = 0
    caps_lock_on = False
    for char in S:
        if caps_lock_on:
            if char == 'A':
                cost += X
            else:
                cost += Y
        else:
            if char == 'A':
                cost += Y
            else:
                cost += X
        if (caps_lock_on and char == 'a') or (not caps_lock_on and char == 'A'):
            if S[S.index(char) + 1:].count('A') + S[S.index(char) + 1:].count('a') > 0:
                if Y < X + Z:
                    cost += Y
                else:
                    cost += X + Z
                    caps_lock_on = not caps_lock_on
    return cost

def calculate_cost2(S, X, Y, Z):
    cost = 0
    caps_lock_on = False
    for char in S:
        if caps_lock_on:
            if char == 'A':
                cost += X
            else:
                cost += Y
        else:
            if char == 'A':
                cost += Y
            else:
                cost += X
    return cost

def calculate_cost3(S, X, Y, Z):
    cost = 0
    caps_lock_on = False
    for char in S:
        if caps_lock_on:
            if char == 'A':
                cost += X
            else:
                cost += Y
        else:
            if char == 'A':
                cost += Y
            else:
                cost += X
        if (caps_lock_on and char == 'a') or (not caps_lock_on and char == 'A'):
            if S[S.index(char) + 1:].count('A') + S[S.index(char) + 1:].count('a') > 0:
                if Y < X + Z:
                    cost += Y
                else:
                    cost += X + Z
                    caps_lock_on = not caps_lock_on
    return cost

cost1 = calculate_cost(S, X, Y, Z)
cost2 = calculate_cost2(S, X, Y, Z)
cost3 = calculate_cost3(S, X, Y, Z)

print(min(cost1, cost2, cost3))"
M100,Virus,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,62.44,,
M100,Virus,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,62.92,,
M100,Virus,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,6.28,,
M101,A Piece of Cake,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,8.14,,
M101,A Piece of Cake,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,20.53,,
M101,A Piece of Cake,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,9.28,,
M102,Snuke the Cookie Picker,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,10.44,want='2 4' got='',"import sys

def find_cookie():
    H, W = map(int, input().split())
    grid = [list(input()) for _ in range(H)]

    for i in range(H):
        for j in range(W):
            if grid[i][j] == '.':
                # Check if the current cell is part of a rectangle
                for a in range(i):
                    for b in range(i + 1, H):
                        for c in range(j):
                            for d in range(j + 1, W):
                                if is_rectangle(grid, a, b, c, d, i, j):
                                    return i + 1, j + 1

def is_rectangle(grid, a, b, c, d, x, y):
    for i in range(len(grid)):
        for j in range(len(grid[0])):
            if (a <= i <= b and c <= j <= d) and grid[i][j] != '#':
                if (i, j) != (x, y):
                    return False
    for i in range(len(grid)):
        for j in range(len(grid[0])):
            if not (a <= i <= b and c <= j <= d) and grid[i][j] == '#':
                return False
    return True

print(*find_cookie())"
M102,Snuke the Cookie Picker,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,5.46,,
M102,Snuke the Cookie Picker,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,49.28,,
M103,Centers,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,2.42,,
M103,Centers,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,12.74,,
M103,Centers,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,1,1,3.32,,
M104,Poisonous Full,Medium,P1,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,4.78,want='600' got='100',"import sys

N = int(input())
courses = [tuple(map(int, input().split())) for _ in range(N)]

dp = [[-float('inf')] * 2 for _ in range(N + 1)]
dp[0][0] = 0

for i in range(N):
    x, y = courses[i]
    for j in range(2):
        dp[i + 1][j] = max(dp[i + 1][j], dp[i][j])
        if x == 0:
            if j == 0:
                dp[i + 1][0] = max(dp[i + 1][0], dp[i][0] + y)
            else:
                dp[i + 1][0] = max(dp[i + 1][0], dp[i][1] + y)
        else:
            if j == 0:
                dp[i + 1][1] = max(dp[i + 1][1], dp[i][0] + y)

print(max(dp[N][0], 0))"
M104,Poisonous Full,Medium,P2,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,6.17,want='600' got='100',"import sys

N = int(input())
courses = [tuple(map(int, input().split())) for _ in range(N)]

dp = [[-float('inf')] * 2 for _ in range(N + 1)]
dp[0][0] = 0

for i in range(N):
    x, y = courses[i]
    dp[i + 1][0] = max(dp[i + 1][0], dp[i][0])
    if dp[i][0] != -float('inf'):
        if x == 0:
            dp[i + 1][0] = max(dp[i + 1][0], dp[i][0] + y)
        else:
            dp[i + 1][1] = max(dp[i + 1][1], dp[i][0] + y)
    dp[i + 1][1] = max(dp[i + 1][1], dp[i][1])
    if dp[i][1] != -float('inf'):
        if x == 0:
            dp[i + 1][0] = max(dp[i + 1][0], dp[i][1] + y)

print(max(dp[N][0], 0))"
M104,Poisonous Full,Medium,P3,meta-llama/llama-3.3-70b-instruct,stdin,lcb-stdin,1,0,0,56.83,want='600' got='0',"import sys

def main():
    N = int(input())
    courses = []
    for _ in range(N):
        X, Y = map(int, input().split())
        courses.append((X, Y))

    dp = [[float('-inf')] * 2 for _ in range(N + 1)]
    dp[0][0] = 0

    for i in range(N):
        X, Y = courses[i]
        dp[i + 1][0] = max(dp[i + 1][0], dp[i][0])
        if X == 0:
            dp[i + 1][0] = max(dp[i + 1][0], dp[i][0] + Y)
            dp[i + 1][1] = max(dp[i + 1][1], dp[i][1] + Y)
        else:
            dp[i + 1][1] = max(dp[i + 1][1], dp[i][0] + Y)

    print(max(dp[N][0], 0))

if __name__ == ""__main__"":
    main()"
